"","gene_symbol"
"2373","SCMH1"
"2374","SCML1"
"2375","SCML2"
"2376","SIAH1"
"2377","SIAH2"
"2378","RGD1563666"
"2379","RGD1560095"
"2380","RGD1560135"
"2381","RGD1565550"
"2382","RGD1563034"
"2383","LOC680273"
"2384","RGD1560225"
"2385","RGD1563833"
"2386","RHOX4B"
"2387","RGD1564927"
"2388","MGC112830"
"2389","RGD1561748"
"2390","ZFP939"
"2391","SIN3A"
"2392","SIN3B"
"2393","SAP130"
"2394","SAP18"
"2395","SAP30"
"2396","SSBP3"
"2397","SSBP4"
"2398","SSBP2"
"2399","SIRT1"
"2400","SIRT2"
"2401","SIRT3"
"2402","SIRT4"
"2403","SIRT5"
"2404","SIRT6"
"2405","SIRT7"
"2406","SSB"
"2407","SKOR1"
"2408","SKOR2"
"2409","SKIDA1"
"2410","SLC2A4RG"
"2411","SSH1"
"2412","SSH2"
"2413","SSH3"
"2414","SMAD7"
"2415","SMAD9"
"2416","SNIP1"
"2417","SMURF2"
"2418","SNRNP27"
"2419","SNRNP70"
"2420","SNRPD1"
"2421","SNRPA"
"2422","SNRPB2"
"2423","SNRPC"
"2424","SNRPB"
"2425","SNAPC1"
"2426","SNAPC2"
"2427","SNAPC3"
"2428","SNAPC4"
"2429","SNAPC5"
"2430","SOLH"
"2431","SMCR7L"
"2432","SUMO1"
"2433","SMYD5"
"2434","SHPRH"
"2435","SRCAP"
"2436","SNURF"
"2437","SNW1"
"2438","SLC22A4"
"2439","SLC26A3"
"2440","SLC29A3"
"2441","SLC30A9"
"2442","SLC39A10"
"2443","SLC4A10"
"2444","SHH"
"2445","SORBS2"
"2446","SORBS3"
"2447","SOWAHC"
"2448","SP100"
"2449","SP140"
"2450","SP140L"
"2451","SYNE1"
"2452","SPEN"
"2453","SCAPER"
"2454","SF1"
"2455","SF3A2"
"2456","SF3A3"
"2457","SFPQ"
"2458","SFSWAP"
"2459","SPO11"
"2460","SPOCD1"
"2461","SART1"
"2462","SART3"
"2463","SLA2"
"2464","SCAF1"
"2465","SCAF8"
"2466","SND1"
"2467","SAMD4B"
"2468","SRA1"
"2469","STON1-GTF2A1L"
"2470","STON1"
"2471","STRN"
"2472","STRN3"
"2473","SSRP1"
"2474","SUFU"
"2475","SUPT16H"
"2476","SUPT3H"
"2477","SUPT4H1"
"2478","SUPT5H"
"2479","SUPT6H"
"2480","SUPT7L"
"2481","SUV39H1"
"2482","SUV39H2"
"2483","SUV420H1"
"2484","SUGP1"
"2485","SUGP2"
"2486","SMARCA1"
"2487","SMARCA2"
"2488","SMARCA4"
"2489","SMARCA5"
"2490","SMARCAL1"
"2491","SMARCB1"
"2492","SMARCC1"
"2493","SMARCC2"
"2494","SMARCD1"
"2495","SMARCD2"
"2496","SMARCD3"
"2497","SMARCE1"
"2498","SMARCAD1"
"2499","SS18L1"
"2500","SSX1"
"2501","SSX2"
"2502","SSX3"
"2503","SSX4"
"2504","SSX5"
"2505","SSX6"
"2506","SSX7"
"2507","SSX8"
"2508","SSX9"
"2509","SSXB1"
"2510","TAF1L"
"2511","TAF1"
"2512","TAF10"
"2513","TAF11"
"2514","TAF12"
"2515","TAF13"
"2516","TAF15"
"2517","TAF2"
"2518","TAF3"
"2519","TAF4"
"2520","TAF4B"
"2521","TAF5"
"2522","TAF5L"
"2523","TAF6"
"2524","TAF6L"
"2525","TAF7"
"2526","TAF7L"
"2527","TAF8"
"2528","TAF9"
"2529","TAF9B"
"2530","TARBP1"
"2531","TARBP2"
"2532","TOE1"
"2533","TAF1A"
"2534","TAF1B"
"2535","TAF1C"
"2536","TAF1D"
"2537","TBPL2"
"2538","TMF1"
"2539","TAX1BP1"
"2540","TAX1BP3"
"2541","TBC1D10B"
"2542","TBC1D22A"
"2543","TBC1D2B"
"2544","TIPARP"
"2545","TAL2"
"2546","TLX3"
"2547","TFPT"
"2548","TEAD3"
"2549","TECPR1"
"2550","TERF1"
"2551","TERF1P2"
"2552","TERF2"
"2553","TERF2IP"
"2554","LOC646127"
"2555","TUT1"
"2556","TPRX1"
"2557","TPRXL"
"2558","TGIF2"
"2559","TGIF2LX2"
"2560","TGIF2LY"
"2561","TH1L"
"2562","THAP10"
"2563","THAP4"
"2564","THAP5"
"2565","THAP6"
"2566","THAP7"
"2567","THAP8"
"2568","THAP9"
"2569","THAP2"
"2570","THAP3"
"2571","TXN"
"2572","TXNIP"
"2573","RSL1"
"2574","TDG"
"2575","TOX"
"2576","THRAP3"
"2577","TRIP10"
"2578","TRIP11"
"2579","TRIP13"
"2580","TRIP4"
"2581","TRIP6"
"2582","TIAL1"
"2583","TIGD2"
"2584","TIGD3"
"2585","TIGD4"
"2586","TIGD5"
"2587","TIGD6"
"2588","TIGD7"
"2589","TIMELESS"
"2590","TRAF4"
"2591","TRAF6"
"2592","TONSL"
"2593","TICRR"
"2594","TOP2B"
"2595","TOP3A"
"2596","TOPORS"
"2597","TOX4"
"2598","TRAK1"
"2599","TRAFD1"
"2600","TCEANC"
"2601","TCEANC2"
"2602","TCEA1"
"2603","TCEA2"
"2604","TCEA3"
"2605","TCEAL1"
"2606","TCEAL8"
"2607","TCEB1"
"2608","TCEB2"
"2609","TCEB3"
"2610","TCEB3B"
"2611","TCEB3C"
"2612","TCERG1"
"2613","TCF19"
"2614","TCF23"
"2615","TCF24"
"2616","TCF25"
"2617","TFB1M"
"2618","TFB2M"
"2619","EF1"
"2620","TTF1"
"2621","TTF2"
"2622","TADA2A"
"2623","TADA2B"
"2624","TADA3"
"2625","TRERF1"
"2626","TOB1"
"2627","TBL1XR1"
"2628","TBL1X"
"2629","TLE1"
"2630","TLE2"
"2631","TLE3"
"2632","TLE6"
"2633","TRRAP"
"2634","TGFB1"
"2635","TSN"
"2636","TPTEP1"
"2637","TMEM175"
"2638","TMEM229A"
"2639","TCOF1"
"2640","TRIB3"
"2641","TGS1"
"2642","TNRC17"
"2643","TNRC18P2"
"2644","TNRC6A"
"2645","TRIOBP"
"2646","TRIM10"
"2647","TRIM13"
"2648","TRIM14"
"2649","TRIM15"
"2650","TRIM16"
"2651","TRIM17"
"2652","TRIM21"
"2653","TRIM22"
"2654","TRIM23"
"2655","TRIM24"
"2656","TRIM25"
"2657","TRIM26"
"2658","TRIM27"
"2659","TRIM28"
"2660","TRIM29"
"2661","TRIM3"
"2662","TRIM31"
"2663","TRIM32"
"2664","TRIM33"
"2665","TRIM34"
"2666","TRIM35"
"2667","TRIM38"
"2668","TRIM39"
"2669","TRIM4"
"2670","TRIM40"
"2671","TRIM41"
"2672","TRIM47"
"2673","TRIM48"
"2674","TRIM49"
"2675","TRIM5"
"2676","TRIM50"
"2677","TRIM52"
"2678","TRIM56"
"2679","TRIM58"
"2680","TRIM6"
"2681","TRIM62"
"2682","TRIM65"
"2683","TRIM68"
"2684","TRIM69"
"2685","TRIM8"
"2686","TRIM9"
"2687","TRIM30A"
"2688","TRIT1"
"2689","TRMT1"
"2690","TRMT1L"
"2691","TSC22D2"
"2692","TSC22D3"
"2693","TSC22D4"
"2694","TSPYL2"
"2695","TUB"
"2696","TULP3"
"2697","TSC2"
"2698","TTLL4"
"2699","TTLL5"
"2700","TFIP11"
"2701","TNFAIP3"
"2702","TP53BP1"
"2703","TP53BP2"
"2704","TSG101"
"2705","TWIST2"
"2706","YWHAB"
"2707","TDP2"
"2708","U2AF1"
"2709","U2AF1L4"
"2710","U2AF2"
"2711","UHMK1"
"2712","UBN1"
"2713","UIMC1"
"2714","UBR4"
"2715","UBE3A"
"2716","USP2"
"2717","USP39"
"2718","USP7"
"2719","UBE2B"
"2720","UBE2I"
"2721","UBE2K"
"2722","UBE2L3"
"2723","UBE2N"
"2724","UHRF1"
"2725","UHRF2"
"2726","UTY"
"2727","UNCX"
"2728","USE1"
"2729","UTF1"
"2730","UNK"
"2731","UNKL"
"2732","UPF1"
"2733","UBTF"
"2734","UBTFL1"
"2735","UBTFL2"
"2736","UBTFL3"
"2737","UBTFL6"
"2738","UBTFL7"
"2739","URI1"
"2740","UCKL1"
"2741","UACA"
"2742","VPS25"
"2743","VPS72"
"2744","VCY"
"2745","VAV1"
"2746","CRK"
"2747","ERBB4"
"2748","ERBB2"
"2749","VGLL1"
"2750","VGLL2"
"2751","VGLL4"
"2752","VSX1"
"2753","VTN"
"2754","MYCLP1"
"2755","VHL"
"2756","SKI"
"2757","WDHD1"
"2758","WDR45L"
"2759","WDR5"
"2760","WDR60"
"2761","WDR77"
"2762","WIZ"
"2763","WNT1"
"2764","WNT5A"
"2765","WNT8B"
"2766","WHSC1"
"2767","WHSC1L1"
"2768","WHSC2"
"2769","WBP11"
"2770","WBP5"
"2771","WWP1"
"2772","WWOX"
"2773","WWTR1"
"2774","XPA"
"2775","XPC"
"2776","XAB2"
"2777","XRCC3"
"2778","XRCC5"
"2779","XRCC6"
"2780","YBX2"
"2781","YBX1-PS3"
"2782","YEATS2"
"2783","YEATS4"
"2784","YAP1"
"2785","YOD1"
"2786","YTHDC1"
"2787","YAF2"
"2788","ZBP1"
"2789","ZFP2"
"2790","ZFP28"
"2791","ZFP3"
"2792","ZFP30"
"2793","ZFP36"
"2794","ZFP36L1"
"2795","ZFP36L2"
"2796","ZFP41"
"2797","ZFP57"
"2798","ZFP62"
"2799","ZFP64"
"2800","ZFP69B"
"2801","ZFP82"
"2802","ZFP91"
"2803","ZFP92"
"2804","ZNRF1"
"2805","ZRSR1"
"2806","ZRSR2"
"2807","ZFA"
"2808","ZBTB11"
"2809","ZBTB12"
"2810","ZFP60"
"2811","ZBTB22"
"2812","ZBTB24"
"2813","ZBTB25"
"2814","ZBTB26"
"2815","ZBTB3"
"2816","ZBTB32"
"2817","ZBTB34"
"2818","ZBTB37"
"2819","ZBTB38"
"2820","ZBTB39"
"2821","ZBTB40"
"2822","ZBTB41"
"2823","ZBTB43"
"2824","ZBTB44"
"2825","ZBTB46"
"2826","ZBTB47"
"2827","ZFP651"
"2828","ZBTB48"
"2829","ZBTB49"
"2830","ZBTB6"
"2831","ZBTB7C"
"2832","ZBTB8A"
"2833","ZBTB8B"
"2834","ZBTB9"
"2835","ZSCAN1"
"2836","ZSCAN16"
"2837","ZSCAN18"
"2838","ZSCAN2"
"2839","ZSCAN20"
"2840","ZSCAN22"
"2841","ZSCAN23"
"2842","ZSCAN25"
"2843","ZSCAN29"
"2844","ZSCAN30"
"2845","ZSCAN32"
"2846","ZSCAN4-PS2"
"2847","ZSCAN4C"
"2848","ZSCAN4D"
"2849","ZSCAN4F"
"2850","ZSCAN5A"
"2851","ZSCAN5B"
"2852","ZSCAN5C"
"2853","ZSCAN5D"
"2854","ZC3H10"
"2855","ZC3H11A"
"2856","ZC3H11B"
"2857","ZC3H13"
"2858","ZC3H14"
"2859","ZC3H15"
"2860","ZC3H18"
"2861","ZC3H3"
"2862","ZC3H4"
"2863","ZC3H6"
"2864","ZC3H7A"
"2865","ZC3H7B"
"2866","ZC3HAV1"
"2867","ZNF767"
"2868","ZNF783"
"2869","ZNF788"
"2870","ZFHX2"
"2871","ZFHX4"
"2872","ZNF100"
"2873","ZNF101"
"2874","ZFP106"
"2875","ZNF107"
"2876","ZFP108"
"2877","ZFP109"
"2878","ZFP110"
"2879","ZFP111"
"2880","ZFP112"
"2881","ZNF114"
"2882","ZFP119A"
"2883","ZFP119B"
"2884","ZNF12"
"2885","ZFP120"
"2886","ZNF121"
"2887","ZNF123P"
"2888","ZFP125"
"2889","ZFP131"
"2890","ZNF137P"
"2891","ZFP14"
"2892","ZNF14"
"2893","ZNF141"
"2894","ZNF142"
"2895","ZNF146"
"2896","ZNF16"
"2897","ZNF160"
"2898","ZNF169"
"2899","ZNF17"
"2900","ZFP53"
"2901","ZFP180"
"2902","ZNF180"
"2903","ZNF181"
"2904","ZNF182"
"2905","ZFP184"
"2906","ZNF184"
"2907","ZNF185"
"2908","ZNF195"
"2909","ZNF197"
"2910","ZNF2"
"2911","ZFY2"
"2912","ZNF20"
"2913","ZNF200"
"2914","ZNF204P"
"2915","ZNF207"
"2916","ZNF208"
"2917","ZNF211"
"2918","ZNF212"
"2919","ZNF213"
"2920","ZNF221"
"2921","ZNF222"
"2922","ZNF223"
"2923","ZNF225"
"2924","ZNF226"
"2925","ZNF227"
"2926","ZNF229"
"2927","ZNF232"
"2928","ZNF233"
"2929","ZNF234"
"2930","ZNF235"
"2931","ZNF236"
"2932","ZNF248"
"2933","ZNF25"
"2934","ZNF253"
"2935","ZNF254"
"2936","ZNF257"
"2937","ZFP259"
"2938","ZNF259"
"2939","ZNF26"
"2940","ZNF260"
"2941","ZNF264"
"2942","ZFP426L"
"2943","ZNF266"
"2944","ZFP27"
"2945","ZNF273"
"2946","ZNF275"
"2947","ZNF276"
"2948","ZNF277"
"2949","ZFP758"
"2950","ZNF28"
"2951","ZNF280A"
"2952","ZNF280B"
"2953","ZNF280C"
"2954","ZNF280D"
"2955","ZNF282"
"2956","ZNF283"
"2957","ZNF285"
"2958","ZFP286"
"2959","ZNF286A"
"2960","ZNF286B"
"2961","ZNF287"
"2962","ZNF29P"
"2963","ZNF296"
"2964","ZFP11"
"2965","ZNF3"
"2966","ZNF30"
"2967","ZNF300P1"
"2968","ZNF311"
"2969","ZNF316"
"2970","ZNF318"
"2971","ZNF319"
"2972","ZNF32"
"2973","ZNF320"
"2974","ZNF322P1"
"2975","ZNF324"
"2976","ZNF324B"
"2977","ZNF329"
"2978","ZNF331"
"2979","ZNF334"
"2980","ZNF335"
"2981","ZNF337"
"2982","ZNF33A"
"2983","ZNF33B"
"2984","ZNF341"
"2985","ZNF343"
"2986","ZNF345"
"2987","ZNF346"
"2988","ZNF347"
"2989","ZNF271P"
"2990","ZFP352"
"2991","ZFP353"
"2992","ZNF354B"
"2993","ZNF355P"
"2994","ZNF358"
"2995","ZNF362"
"2996","ZNF365"
"2997","ZNF366"
"2998","ZFP369"
"2999","ZNF383"
"3000","ZNF385A"
"3001","ZNF385B"
"3002","ZNF385C"
"3003","ZNF385D"
"3004","ZFP386"
"3005","ZFP39"
"3006","ZNF391"
"3007","ZNF394"
"3008","ZNF396"
"3009","ZNF397"
"3010","ZNF398"
"3011","ZNF404"
"3012","ZNF407"
"3013","ZNF408"
"3014","ZNF410"
"3015","ZNF414"
"3016","ZNF415"
"3017","ZNF416"
"3018","ZNF417"
"3019","ZNF418"
"3020","ZNF419"
"3021","ZNF420"
"3022","ZNF425"
"3023","ZNF426"
"3024","ZNF428"
"3025","ZNF430"
"3026","ZNF432"
"3027","ZNF436"
"3028","ZNF438"
"3029","ZNF439"
"3030","ZNF44"
"3031","ZNF440"
"3032","ZNF441"
"3033","ZNF442"
"3034","ZNF443"
"3035","ZNF444"
"3036","ZNF445"
"3037","ZNF446"
"3038","ZNF449"
"3039","ZNF451"
"3040","ZNF454"
"3041","ZFP455"
"3042","ZFP456"
"3043","ZFP457"
"3044","ZFP458"
"3045","ZFP459"
"3046","ZFP46"
"3047","ZNF460"
"3048","ZNF461"
"3049","ZNF462"
"3050","ZNF469"
"3051","ZNF471"
"3052","ZFP472"
"3053","ZNF473"
"3054","ZNF474"
"3055","ZNF479"
"3056","ZNF48"
"3057","ZNF480"
"3058","ZNF483"
"3059","ZNF484"
"3060","ZNF485"
"3061","ZNF486"
"3062","ZNF487P"
"3063","ZNF488"
"3064","ZNF490"
"3065","ZNF491"
"3066","ZNF493"
"3067","ZFP494"
"3068","ZNF497"
"3069","ZNF500"
"3070","ZNF501"
"3071","ZNF502"
"3072","ZNF503"
"3073","ZNF506"
"3074","ZNF507"
"3075","ZFP51"
"3076","ZNF510"
"3077","ZNF511"
"3078","ZNF512"
"3079","ZNF514"
"3080","ZNF516"
"3081","ZNF518A"
"3082","ZNF518B"
"3083","ZNF519"
"3084","ZFP52"
"3085","ZNF521"
"3086","ZNF524"
"3087","ZNF525"
"3088","ZNF526"
"3089","ZNF527"
"3090","ZNF528"
"3091","ZNF529"
"3092","ZNF530"
"3093","ZNF532"
"3094","ZFP534"
"3095","ZNF534"
"3096","ZNF540"
"3097","ZNF541"
"3098","ZNF542"
"3099","ZNF543"
"3100","ZNF544"
"3101","ZNF546"
"3102","ZNF547"
"3103","ZNF548"
"3104","ZNF549"
"3105","ZNF550"
"3106","ZNF551"
"3107","ZNF552"
"3108","ZNF554"
"3109","ZNF555"
"3110","ZNF556"
"3111","ZNF557"
"3112","ZNF558"
"3113","ZNF559"
"3114","ZNF56"
"3115","ZNF560"
"3116","ZNF561"
"3117","ZNF562"
"3118","ZNF563"
"3119","ZNF564"
"3120","ZNF565"
"3121","ZNF566"
"3122","ZNF567"
"3123","ZNF568"
"3124","ZNF569"
"3125","ZNF57"
"3126","ZNF570"
"3127","ZNF571"
"3128","ZNF572"
"3129","ZNF573"
"3130","ZNF574"
"3131","ZNF575"
"3132","ZNF576"
"3133","ZNF577"
"3134","ZNF578"
"3135","ZNF579"
"3136","ZFP58"
"3137","ZNF581"
"3138","ZNF582"
"3139","ZNF583"
"3140","ZNF584"
"3141","ZNF585A"
"3142","ZFP658"
"3143","ZNF585B"
"3144","ZNF586"
"3145","ZNF587"
"3146","ZNF587B"
"3147","ZFP59"
"3148","ZNF593"
"3149","ZNF594"
"3150","ZNF595"
"3151","ZNF596"
"3152","ZNF597"
"3153","ZNF598"
"3154","ZNF599"
"3155","ZFP600"
"3156","ZNF600"
"3157","ZNF605"
"3158","ZNF606"
"3159","ZNF607"
"3160","ZNF608"
"3161","ZNF609"
"3162","ZFP61"
"3163","ZNF610"
"3164","ZNF611"
"3165","ZNF613"
"3166","ZNF614"
"3167","ZNF615"
"3168","ZNF616"
"3169","ZFP617"
"3170","ZNF618"
"3171","ZNF619"
"3172","ZNF620"
"3173","ZNF621"
"3174","ZNF622"
"3175","ZNF623"
"3176","ZNF624"
"3177","ZNF625"
"3178","ZNF626"
"3179","ZNF627"
"3180","ZNF628"
"3181","ZNF629"
"3182","ZNF630"
"3183","ZFP637"
"3184","ZNF638"
"3185","ZFP640"
"3186","ZNF641"
"3187","ZNF644"
"3188","ZNF645"
"3189","ZNF646"
"3190","ZFP648"
"3191","ZNF648"
"3192","ZNF649"
"3193","ZNF653"
"3194","ZNF654"
"3195","ZNF655"
"3196","ZNF658"
"3197","LOC653501"
"3198","ZNF658B"
"3199","ZNF66P"
"3200","ZNF660"
"3201","ZNF662"
"3202","ZNF663"
"3203","ZNF664"
"3204","ZNF665"
"3205","ZNF667"
"3206","ZNF669"
"3207","ZNF670"
"3208","ZNF671"
"3209","ZNF672"
"3210","ZNF675"
"3211","ZNF676"
"3212","ZNF677"
"3213","ZNF678"
"3214","ZNF679"
"3215","ZFP68"
"3216","ZNF680"
"3217","ZNF681"
"3218","ZNF682"
"3219","ZNF683"
"3220","ZNF684"
"3221","ZNF688"
"3222","ZNF689"
"3223","ZNF691"
"3224","ZNF695"
"3225","ZNF696"
"3226","ZNF697"
"3227","ZNF699"
"3228","ZNF70"
"3229","ZNF700"
"3230","ZNF701"
"3231","ZNF702P"
"3232","ZNF703"
"3233","ZNF704"
"3234","ZNF705A"
"3235","ZNF705B"
"3236","ZNF705C"
"3237","ZNF705E"
"3238","ZNF705G"
"3239","ZNF706"
"3240","ZNF707"
"3241","ZNF708"
"3242","ZNF709"
"3243","ZNF71"
"3244","ZFP71-RS1"
"3245","ZNF710"
"3246","ZNF713"
"3247","ZNF714"
"3248","ZFP715"
"3249","ZNF716"
"3250","ZNF717"
"3251","ZNF718"
"3252","ZFP719"
"3253","ZNF72P"
"3254","ZNF720P1"
"3255","ZNF721"
"3256","ZNF724P"
"3257","ZNF725P"
"3258","ZNF726"
"3259","ZNF727"
"3260","ZNF729"
"3261","ZNF73"
"3262","ZNF730"
"3263","ZNF732"
"3264","ZNF735"
"3265","ZNF736"
"3266","ZNF737"
"3267","ZNF738"
"3268","ZNF74"
"3269","ZNF740"
"3270","ZNF747"
"3271","ZFP748"
"3272","ZNF749"
"3273","ZFP759"
"3274","ZNF75A"
"3275","ZNF75CP"
"3276","ZNF75D"
"3277","ZFP760"
"3278","ZNF761"
"3279","ZNF763"
"3280","ZNF764"
"3281","ZNF765"
"3282","ZNF766"
"3283","ZNF768"
"3284","ZNF77"
"3285","ZNF770"
"3286","ZNF771"
"3287","ZNF772"
"3288","ZNF773"
"3289","ZNF774"
"3290","ZNF775"
"3291","ZNF776"
"3292","ZNF777"
"3293","ZNF778"
"3294","ZFP78"
"3295","ZNF780A"
"3296","ZNF780B"
"3297","ZNF781"
"3298","ZNF782"
"3299","ZNF784"
"3300","ZNF785"
"3301","ZNF786"
"3302","ZNF787"
"3303","ZFP788"
"3304","ZNF789"
"3305","ZNF79"
"3306","ZNF790"
"3307","ZNF791"
"3308","ZNF792"
"3309","ZNF793"
"3310","ZNF799"
"3311","ZNF800"
"3312","ZNF804B"
"3313","ZNF805"
"3314","ZNF806"
"3315","ZNF808"
"3316","ZFP809"
"3317","ZNF81"
"3318","ZFP810"
"3319","ZFP811"
"3320","ZNF812"
"3321","ZNF813"
"3322","ZNF814"
"3323","ZNF816"
"3324","ZNF818P"
"3325","ZFP819"
"3326","ZFP820"
"3327","ZNF823"
"3328","ZFP825"
"3329","ZNF826P"
"3330","ZNF827"
"3331","ZNF829"
"3332","ZNF83"
"3333","ZNF830"
"3334","ZNF831"
"3335","ZNF833P"
"3336","ZNF835"
"3337","ZNF836"
"3338","ZNF837"
"3339","ZNF839"
"3340","ZNF840"
"3341","ZNF841"
"3342","ZNF843"
"3343","ZNF844"
"3344","ZNF845"
"3345","ZNF846"
"3346","ZNF847P"
"3347","ZNF849P"
"3348","ZFP85-RS1"
"3349","ZNF850"
"3350","ZNF852"
"3351","ZNF853"
"3352","ZNF860"
"3353","ZNF861P"
"3354","ZNF862"
"3355","ZNF865"
"3356","ZFP866"
"3357","ZFP867"
"3358","ZFP868"
"3359","ZFP869"
"3360","ZFP87"
"3361","ZFP870"
"3362","ZFP871"
"3363","ZFP872"
"3364","ZFP873"
"3365","ZFP874A"
"3366","ZFP874B"
"3367","ZNF876P"
"3368","ZNF878"
"3369","ZFP879"
"3370","ZNF879"
"3371","ZNF880"
"3372","ZFP882"
"3373","ZNF883"
"3374","ZNF891"
"3375","ZFP9"
"3376","ZNF90"
"3377","ZFP930"
"3378","ZFP931"
"3379","ZFP932"
"3380","ZFP933"
"3381","ZFP934"
"3382","ZFP935"
"3383","ZFP936"
"3384","ZFP937"
"3385","ZFP938"
"3386","ZFP94"
"3387","ZFP940"
"3388","ZFP941"
"3389","ZFP942"
"3390","ZFP944"
"3391","ZFP945"
"3392","ZFP946"
"3393","ZFP947"
"3394","ZFP948"
"3395","ZFP949"
"3396","ZFP951"
"3397","ZFP952"
"3398","ZFP953"
"3399","ZFP954"
"3400","ZFP955A"
"3401","ZFP955B"
"3402","ZFP956"
"3403","ZFP958"
"3404","ZFP959"
"3405","ZFP960"
"3406","ZFP961"
"3407","ZNF962P"
"3408","ZFP97"
"3409","ZNF99"
"3410","ZIK1"
"3411","ZFP146"
"3412","ZFPM2"
"3413","ZFPL1"
"3414","ZFP607"
"3415","ZFP943"
"3416","ZFR"
"3417","ZFR2"
"3418","ZKSCAN1"
"3419","ZKSCAN2"
"3420","ZKSCAN4"
"3421","ZNF167"
"3422","ZNF192"
"3423","ZUFSP"
"3424","ZFAND5"
"3425","ZFAND6"
"3426","ZBED2"
"3427","ZBED3"
"3428","ZBED4"
"3429","ZBED5"
"3430","ZBED6"
"3431","ZCCHC11"
"3432","ZCCHC4"
"3433","ZCCHC6"
"3434","ZCCHC7"
"3435","ZDHHC1"
"3436","ZDHHC11"
"3437","ZDHHC13"
"3438","ZDHHC15"
"3439","ZDHHC16"
"3440","ZDHHC17"
"3441","ZDHHC19"
"3442","ZDHHC2"
"3443","ZDHHC21"
"3444","ZDHHC6"
"3445","ZDHHC7"
"3446","ZDHHC9"
"3447","ZFYVE20"
"3448","ZFYVE26"
"3449","ZGLP1"
"3450","ZNHIT3"
"3451","ZNHIT6"
"3452","ZIM2"
"3453","ZIM3"
"3454","ZMAT1"
"3455","ZMAT2"
"3456","ZMAT3"
"3457","ZMAT4"
"3458","ZMAT5"
"3459","ZMIZ1"
"3460","ZMIZ2"
"3461","ZMYM2"
"3462","ZMYM3"
"3463","ZMYM4"
"3464","ZMYM5"
"3465","ZMYM6"
"3466","ZMYND10"
"3467","ZMYND11"
"3468","ZNFX1"
"3469","ZRANB2"
"3470","ZSWIM4"
"3471","ZXDA"
"3472","ZXDB"
"3473","ZZZ3"
"3474","ZHX1"
"3475","ZNF252P-AS1"
"3476","ZNF816-ZNF321P"
"3477","ZXDC"
"3478","ZAR1"
"3479","ZYX"
